Elemento,Area,Area proteina dentro de celuala,Porcentaje proteina dentro de celula,Eje mayor,Eje menor,Orientacion,Inten_media nucleo,Inten_media_proteina,Estado,Region de pertenencia
64,1813,1436,79.2057363485935,90.8380995219051,34.9261502799558,78.8722128224691,0.590709797432488,0.268777781382823,2,1
65,820,24,2.92682926829268,41.678820199133,30.0563509355258,-27.2302678521089,0.276245815399331,0.0282065997130559,2,1
66,341,67,19.6480938416422,28.3442580343427,16.8909193531299,59.7518869399514,0.143384509228912,0.0774193548387095,0,1
67,556,1,0.179856115107914,32.2101754169161,22.5319618241915,73.2185573631852,0.238975878121033,0.0133164056989702,0,1
68,300,242,80.6666666666667,20.9042970945042,18.5520351290403,80.8706081650178,0.315424836601307,0.174954248366013,1,1
69,788,525,66.6243654822335,42.0098520115791,24.6290502265943,39.2272014448806,0.302299193789191,0.184249029561063,1,1
70,1379,895,64.902102973169,94.417299979899,24.0850194804151,54.8869502520087,0.34221444923147,0.214386668372933,2,1
71,396,354,89.3939393939394,24.017639928373,21.0888004509885,-88.2161277925471,0.463398692810457,0.272509407803526,1,1
72,489,292,59.7137014314928,45.0854759986919,14.7427254991034,84.2325792030395,0.221059384899154,0.165523878262962,1,3
73,579,119,20.552677029361,32.2441500203719,22.970197661856,65.8249707015031,0.217454028243422,0.0609570252971656,1,3
74,254,38,14.9606299212598,20.3385525670679,16.0444957220561,-3.1638887569512,0.414404817044928,0.0564922031804847,0,1
75,260,0,0,24.9156929701376,13.5235713289952,-88.711287464851,0.242307692307693,0.00232277526395173,0,1
76,1365,465,34.0659340659341,61.7485563293966,41.4840457582901,-0.923512219755368,0.521723766429649,0.0993406593406602,2,1
77,177,65,36.7231638418079,18.28204579359,12.4563448196141,-21.117311991365,0.558590893984712,0.117602747313614,1,1
78,595,0,0,28.4821220409402,26.7465162097806,-17.2868862288774,0.212792881858626,0.0119294776734223,0,1
79,149,84,56.3758389261745,14.8098960255823,13.0215979998476,58.4810280588609,0.500276352151599,0.158468219502566,1,1
80,292,0,0,28.6404042771504,13.1799128948567,72.2423072592159,0.486771420897126,0.00547945205479451,0,1
81,371,235,63.3423180592992,25.7566099517821,18.6263371248966,77.738783526114,0.740204006130754,0.198890122086571,1,1
82,331,214,64.6525679758308,24.7367505619927,18.1625265587996,60.2224037278832,0.182655055980096,0.200699010722114,1,1
83,459,347,75.599128540305,34.6792421699662,17.7795859632489,64.2933713222059,0.63115041223461,0.293998034943825,1,1
84,683,6,0.878477306002928,30.2926533043821,28.8210174773734,68.0084287228334,0.257657968018833,0.0221686331926621,0,1
85,324,269,83.0246913580247,21.9610987484047,18.8695908847914,63.9017015085945,0.711885741951101,0.271604938271605,1,1
86,309,0,0,26.9672240249757,14.8356293662909,41.8814611958803,0.196167269496796,0.00808426930642806,0,1
87,281,1,0.355871886120996,22.6177708305734,16.2778899643263,24.4471511439157,0.116823668969367,0.00233061196008652,0,1
88,330,273,82.7272727272727,22.8290636787001,18.5053037428069,51.3392910585403,0.703386809269161,0.254723707664884,1,1
89,367,7,1.90735694822888,25.6532092447068,18.5633124412605,45.550524108596,0.187904044451569,0.0197574397606454,0,1
90,285,0,0,23.1265774389004,16.5195069266275,-11.8407517321773,0.164169246646027,0.00239422084623323,0,1
91,540,415,76.8518518518518,29.9915992125857,23.2097845773808,-83.3549893071789,0.539818445896877,0.293260711692085,1,1
92,297,41,13.8047138047138,23.1663754814312,16.7855643441447,-67.3216167513566,0.200237670825907,0.0589555687594902,0,1
93,469,1,0.213219616204691,29.2565786361053,21.4929973855762,87.0631950920865,0.184723441615453,0.0129938542581211,0,1
94,594,0,0,28.2194966919273,27.2196268842145,-88.7287996617749,0.274853106225656,0.00864197530864195,0,3
95,326,280,85.8895705521472,22.0863525950666,19.2424046431902,-56.2943231092499,0.250715746421268,0.266522314447251,1,1
96,249,0,0,31.4613661727276,10.5108691009042,-77.3892813575605,0.141948184896448,0.00351208756595007,0,3
97,371,321,86.5229110512129,23.1018936174326,20.5891196425249,74.7994877527489,0.637545584271445,0.246012367211036,1,1
98,316,6,1.89873417721519,27.0977324960495,15.0095778610915,-78.5103123608714,0.661615785554727,0.0276619508562918,0,3
99,280,0,0,28.4393425988123,13.1149412390542,55.9654755538968,0.704215686274509,0.00189075630252101,0,1
100,361,1,0.277008310249307,25.583683251069,18.4642107598726,-57.9130414540121,0.151550703383847,0.00515995872033023,0,3
101,229,2,0.873362445414847,19.8919083400236,15.1999791154747,67.5473726881671,0.13804264063704,0.0138710506036475,0,3
102,222,0,0,22.0926152432139,12.9553226071589,16.8711313323494,0.130365659777424,0.00568804098215863,0,3
103,249,109,43.7751004016064,25.3056287085805,13.1199940635106,67.1162729822705,0.471895424836601,0.134451531616663,1,1
104,226,207,91.5929203539823,23.2796072466026,12.6683181088942,-44.8531952012798,0.614332812771126,0.339736248481694,1,1
105,328,0,0,27.1058056045702,15.5890478152968,-83.5083821301787,0.106372549019608,0.000274988043998087,0,3
106,488,0,0,28.9192870811104,21.8456354051936,85.9004733140356,0.181436837029895,0.000956284153005464,0,3
107,212,0,0,24.3131707893864,11.4232736557277,-75.444690625566,0.501868294487606,0.00299667036625971,0,1
108,339,262,77.2861356932153,21.598090823149,20.0662888221699,72.4324150980007,0.72243623112962,0.24959222627104,1,1
109,322,27,8.38509316770186,26.2183004456287,16.112019104922,6.6421981550597,0.353148215808063,0.0390330045061502,0,1
110,335,0,0,28.6783131103085,15.3896275523356,-60.9071304340926,0.121205736025754,0.0134386889083992,0,3
111,550,0,0,30.7741863576105,22.9069462567456,73.2319361685496,0.170666666666667,0.00665953654188947,0,3
112,471,282,59.8726114649682,28.0392246897058,22.4444852299542,-28.6777501930604,0.824786645018941,0.211556554681321,1,1
113,367,0,0,26.0590367744388,18.4987926880686,-44.9024519161064,0.190105251910029,0.000480846289469466,0,3
114,507,0,0,30.4313001709291,21.8133043984562,26.2464896862492,0.2359051707468,0.0105039254360521,0,3
115,446,320,71.7488789237668,26.7532060223841,22.2719318969982,-59.4209764127539,0.336208564143146,0.271326826694804,1,3
116,572,0,0,29.8031567235301,24.6822044963781,54.2631532395372,0.185006170300289,0.00133004250651309,0,1
117,1358,0,0,90.8215045862556,22.7698532304981,27.4593137091192,0.1840278379393,0.00419012966011146,2,3
118,332,0,0,24.4516356449921,17.7073688197908,22.1668829400583,0.105492558469171,0.0141389085754784,0,3
119,530,0,0,32.4876883407051,22.1773228158042,51.7058613236984,0.547428782833888,0.0101664816870144,0,3
120,255,0,0,19.9471032183209,16.6162016074122,86.2879941435965,0.0974086889657822,0.00222991157247212,0,3
121,419,0,0,27.5049244357327,19.7727145080315,33.2220279184616,0.13922972530301,0.00587767326501005,0,3
122,559,0,0,28.406581490995,25.1890543015487,63.1858252947303,0.219278122698096,0.00564032410817636,0,3
123,521,0,0,28.3908390714946,23.5777883075926,2.74810878731288,0.202386059990216,0.00662376274886153,0,3
124,524,0,0,26.7346807596822,25.1336041641936,12.9909896500591,0.164698398443348,0.00228259242628349,0,3
125,516,1,0.193798449612403,27.794046755766,23.7417856178542,54.0342912331249,0.299384404924761,0.0141130870953032,0,3
126,675,3,0.444444444444444,31.544524088653,27.3387277376608,89.5630734336672,0.202370370370371,0.00898765432098764,0,3
