Elemento,Area,Area proteina dentro de celuala,Porcentaje proteina dentro de celula,Eje mayor,Eje menor,Orientacion,Inten_media nucleo,Inten_media_proteina,Estado,Region de pertenencia
1,327,241,73.7003058103976,23.7331027617876,17.6645598622795,53.0020375346897,0.296588115368471,0.30927624872579,1,1
2,359,277,77.158774373259,25.034083163275,18.3777067119096,50.2937493039396,0.267027145119886,0.350756458572286,1,1
3,326,265,81.2883435582822,21.7279672286159,19.1853906184121,67.1019175511606,0.304258390472753,0.38235294117647,1,1
4,374,310,82.8877005347594,24.6335452448345,19.434209802056,68.9005894652623,0.315382195659012,0.348296109887805,1,1
5,362,271,74.8618784530387,33.3683240458084,14.7822688562856,-87.834115288011,0.372949842920593,0.295005958184378,1,1
6,145,66,45.5172413793103,15.6393836858528,12.0384385259835,-20.9010934265056,0.2,0.19026369168357,1,1
7,331,307,92.7492447129909,25.2275571870339,16.9340903721479,-80.0999106909621,0.411966115751436,0.416290504117055,1,1
8,420,265,63.0952380952381,29.3680940923047,18.9591718378685,34.7901838840851,0.208160597572362,0.244836601307189,1,1
9,360,198,55,26.1009341049702,17.8139182464849,82.4988410359014,0.223834422657952,0.228376906318083,1,1
10,1051,934,88.8677450047574,46.5701630120147,35.151872438983,-65.9992332093708,0.414328090893827,0.413772131116957,2,1
11,254,208,81.8897637795276,23.4226936853035,14.6160166378812,66.6213623869375,0.410236220472441,0.360089547630076,1,1
12,251,144,57.3705179282869,21.5918841884539,15.1061682471499,63.6066308633027,0.251574095773768,0.251058511053824,1,1
13,1396,693,49.6418338108883,58.0397809255618,46.1966149918771,-35.9147683325155,0.29222709140963,0.271290521939435,2,1
14,770,532,69.0909090909091,69.7039936667212,21.1999412312749,80.0945449932758,0.319149477973008,0.342500636618284,2,1
15,336,267,79.4642857142857,29.9235029628101,14.5470905103659,77.5428727924517,0.305275443510737,0.377649393090569,1,1
16,234,158,67.5213675213675,21.9370011913844,13.7411520907266,85.0481138574547,0.201809954751131,0.293698676051617,1,1
17,319,211,66.1442006269592,32.2653254876794,13.4747955813477,1.87192952332932,0.277337267195279,0.349277767533345,1,1
18,234,192,82.0512820512821,18.8835954542821,16.0010433749231,67.0391288320979,0.322423328305681,0.356879503938327,1,1
19,258,234,90.6976744186046,22.351126354579,15.2114993681641,70.5676789716572,0.618011855905153,0.425444596443228,1,1
20,317,264,83.2807570977918,27.2510781968733,14.9747705772987,81.5283473303746,0.341225954104039,0.388074472691284,1,1
21,793,289,36.4438839848676,72.9913427594335,21.3730976212752,42.4764422042184,0.3475607645328,0.186558860618648,2,1
22,396,355,89.6464646464647,29.2604926850336,17.9010555512031,-37.518700897456,0.275153495741731,0.331560705090117,1,1
23,254,92,36.2204724409449,23.7290528299252,14.0802103595257,64.9169834528706,0.143862899490505,0.190566620348927,1,1
24,280,218,77.8571428571429,27.1127690767518,13.2611189874857,60.2953924946568,0.358221288515406,0.470490196078431,1,1
25,286,284,99.3006993006993,20.7335188215883,18.3501713928827,-10.0740352009991,0.253201700260524,0.365994789524201,1,1
26,180,38,21.1111111111111,19.1265674903514,12.1501347343033,-84.3301441475244,0.594335511982571,0.163464052287582,1,1
27,331,321,96.9788519637462,26.1490547826945,17.0348320201156,48.0643257436412,0.325750844144304,0.478277353237368,1,1
28,400,345,86.25,28.6488314637471,18.7253337067323,44.9912737165519,0.315509803921568,0.376774509803921,1,1
29,393,351,89.3129770992366,28.5514631724896,18.5301324672079,59.7828197767268,0.291842538542134,0.522706181709325,1,1
30,275,252,91.6363636363636,25.2675142421731,14.3268755924648,72.7013979197546,0.311115864527629,0.399814616755793,1,1
31,231,184,79.6536796536797,22.0321798999975,13.5792648240262,18.4548098560262,0.240166369578134,0.285188014599779,1,1
32,258,249,96.5116279069767,23.9333721311321,14.0169923054137,-86.3109594973971,0.320899832801338,0.433242134062927,1,1
33,429,302,70.3962703962704,27.1575304321771,20.8661283561978,-41.4400908730541,0.212102929749988,0.287252616664381,1,1
34,191,98,51.3089005235602,18.0557161165448,13.6042751153672,-88.0487221616142,0.145139102761524,0.207329842931937,1,1
35,800,716,89.5,38.4372200446829,28.3023388062416,42.4501479942436,0.300661764705883,0.333901960784314,1,1
36,272,0,0,24.4312683946106,14.4115902972498,75.011506880073,0.171049596309112,0.102681660899654,0,1
37,265,224,84.5283018867924,22.2946400212095,15.2218491858037,82.1255459152966,0.525578986311506,0.423115057343692,1,1
