Elemento,Area,Area proteina dentro de celuala,Porcentaje proteina dentro de celula,Eje mayor,Eje menor,Orientacion,Inten_media nucleo,Inten_media_proteina,Estado,Region de pertenencia
1,327,0,0,23.7331027617876,17.6645598622795,53.0020375346897,0.296588115368471,0.0425256341068537,0,1
2,359,0,0,25.034083163275,18.3777067119096,50.2937493039396,0.267027145119886,0.0273526680867333,0,1
3,326,0,0,21.7279672286159,19.1853906184121,67.1019175511606,0.304258390472753,0.0459400938289426,0,1
4,374,0,0,24.6335452448345,19.434209802056,68.9005894652623,0.315382195659012,0.0800775925343399,0,1
5,362,0,0,33.3683240458084,14.7822688562856,-87.834115288011,0.372949842920593,0.0629509262268443,0,1
6,145,0,0,15.6393836858528,12.0384385259835,-20.9010934265056,0.2,0.00592292089249493,0,1
7,331,4,1.20845921450151,25.2275571870339,16.9340903721479,-80.0999106909621,0.411966115751436,0.150263609975712,0,1
8,420,0,0,29.3680940923047,18.9591718378685,34.7901838840851,0.208160597572362,0.016218487394958,0,1
9,360,0,0,26.1009341049702,17.8139182464849,82.4988410359014,0.223834422657952,0.0248257080610022,0,1
10,1051,46,4.3767840152236,46.5701630120147,35.151872438983,-65.9992332093708,0.414328090893827,0.153985933098263,2,1
11,254,0,0,23.4226936853035,14.6160166378812,66.6213623869375,0.410236220472441,0.0935463949359271,0,1
12,251,0,0,21.5918841884539,15.1061682471499,63.6066308633027,0.251574095773768,0.0114209827357238,0,1
13,1396,0,0,58.0397809255618,46.1966149918771,-35.9147683325155,0.29222709140963,0.0495758188662283,2,1
14,770,13,1.68831168831169,69.7039936667212,21.1999412312749,80.0945449932758,0.319149477973008,0.0926865291571173,2,1
15,336,3,0.892857142857143,29.9235029628101,14.5470905103659,77.5428727924517,0.305275443510737,0.0974089635854341,0,1
16,234,0,0,21.9370011913844,13.7411520907266,85.0481138574547,0.201809954751131,0.0114295290765879,0,1
17,319,0,0,32.2653254876794,13.4747955813477,1.87192952332932,0.277337267195279,0.0376175548589342,0,1
18,234,0,0,18.8835954542821,16.0010433749231,67.0391288320979,0.322423328305681,0.069817328640858,0,1
19,258,119,46.1240310077519,22.351126354579,15.2114993681641,70.5676789716572,0.618011855905153,0.320641434868521,1,1
20,317,0,0,27.2510781968733,14.9747705772987,81.5283473303746,0.341225954104039,0.113156429764335,0,1
21,793,13,1.63934426229508,72.9913427594335,21.3730976212752,42.4764422042184,0.3475607645328,0.11554039017877,2,1
22,396,5,1.26262626262626,29.2604926850336,17.9010555512031,-37.518700897456,0.275153495741731,0.0744206773618538,0,1
23,254,0,0,23.7290528299252,14.0802103595257,64.9169834528706,0.143862899490505,0.0115022386907519,0,1
24,280,12,4.28571428571429,27.1127690767518,13.2611189874857,60.2953924946568,0.358221288515406,0.159705882352941,0,1
25,286,0,0,20.7335188215883,18.3501713928827,-10.0740352009991,0.253201700260524,0.0450706156588509,0,1
26,180,101,56.1111111111111,19.1265674903514,12.1501347343033,-84.3301441475244,0.594335511982571,0.337821350762527,1,1
27,331,14,4.22960725075529,26.1490547826945,17.0348320201156,48.0643257436412,0.325750844144304,0.115704045968841,0,1
28,400,11,2.75,28.6488314637471,18.7253337067323,44.9912737165519,0.315509803921568,0.126549019607843,0,1
29,393,0,0,28.5514631724896,18.5301324672079,59.7828197767268,0.291842538542134,0.0656688120540836,0,1
30,275,0,0,25.2675142421731,14.3268755924648,72.7013979197546,0.311115864527629,0.109918003565062,0,1
31,231,0,0,22.0321798999975,13.5792648240262,18.4548098560262,0.240166369578134,0.057821916645446,0,1
32,258,8,3.10077519379845,23.9333721311321,14.0169923054137,-86.3109594973971,0.320899832801338,0.158519531843745,0,1
33,429,0,0,27.1575304321771,20.8661283561978,-41.4400908730541,0.212102929749988,0.00967137437725673,0,1
34,191,0,0,18.0557161165448,13.6042751153672,-88.0487221616142,0.145139102761524,0.00184785956267324,0,1
35,800,94,11.75,38.4372200446829,28.3023388062416,42.4501479942436,0.300661764705883,0.146779411764706,0,1
36,272,0,0,24.4312683946106,14.4115902972498,75.011506880073,0.171049596309112,0.000619953863898501,0,1
37,265,148,55.8490566037736,22.2946400212095,15.2218491858037,82.1255459152966,0.525578986311506,0.371942286348502,1,1
38,248,0,0,23.0681318395627,13.8612632840109,73.818495846088,0.160262492093612,0.0127925363693865,0,1
39,180,0,0,18.2916969597559,12.9752469035853,79.2640349429593,0.163289760348584,0.00403050108932462,0,1
40,185,0,0,19.9273108308652,11.9008778138781,-78.3537442589734,0.320233174350821,0.0481187069422363,0,1
41,320,273,85.3125,24.6059354757236,16.7901267425589,79.788147147329,0.784325980392157,0.509166666666667,1,1
42,247,0,0,21.9228086344894,14.4783482969102,46.4014991918823,0.167770103993014,0.0125902992776058,0,1
43,876,598,68.2648401826484,51.4963785042349,34.3668518792425,61.3122716209165,0.570722535589578,0.452999373265288,2,1
44,150,30,20,17.1906987573773,11.3499744791585,-89.4818103646771,0.469751633986928,0.237516339869281,1,1
45,338,12,3.55029585798817,29.7978581824673,15.1240218769098,78.4971158294475,0.345469311985149,0.143253277642418,0,1
46,327,39,11.9266055045872,31.5369384657715,13.3781325489666,77.4067096688012,0.411117107393416,0.180931822270192,0,1
47,190,1,0.526315789473684,18.9497905191333,12.9165497832123,-81.0053855614564,0.356573787409701,0.139545923632611,0,1
48,250,0,0,20.4166156056471,15.6848357937823,49.2518007335266,0.15518431372549,0.000690196078431373,0,1
49,455,159,34.9450549450549,34.6648103743784,17.5678041239699,42.2239807339129,0.450480499892264,0.265011850894204,1,1
